最热图片地址,最热热度,最热歌曲名,最热来自,最热类型,最新图片地址,最新热度,最新歌曲名,最新来自,最新类型
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ea58b502cb2567a49b915d6a1e6e50ab.jpg@s_1,w_300,h_300",14万,华语经典|时光留下听不完的感动,by , 多的是气质,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ea58b502cb2567a49b915d6a1e6e50ab.jpg@s_1,w_300,h_300",14万,华语经典|时光留下听不完的感动,by , 多的是气质
"http://hiphotos.qianqian.com/ting/pic/item/960a304e251f95ca7e50a028cb177f3e66095282.jpg@s_1,w_300,h_300",289万,不能忍的另一半,by , 傲娇娇,"http://hiphotos.qianqian.com/ting/pic/item/960a304e251f95ca7e50a028cb177f3e66095282.jpg@s_1,w_300,h_300",289万,不能忍的另一半,by , 傲娇娇
"http://hiphotos.qianqian.com/ting/pic/item/203fb80e7bec54e7b1d8d79eb8389b504fc26a7e.jpg@s_1,w_300,h_300",27万,青梅竹马,by , 弱水悠悠,"http://hiphotos.qianqian.com/ting/pic/item/203fb80e7bec54e7b1d8d79eb8389b504fc26a7e.jpg@s_1,w_300,h_300",27万,青梅竹马,by , 弱水悠悠
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/cd406c435d55c740efaf9de26a0ac577.jpg@s_1,w_300,h_300",6万,新世纪音乐，放松你的心灵,by , 用户名重复了,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/cd406c435d55c740efaf9de26a0ac577.jpg@s_1,w_300,h_300",6万,新世纪音乐，放松你的心灵,by , 用户名重复了
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0500257c3f03657627852eaa8ff1f1ce.jpg@s_1,w_300,h_300",5万,程序猿专用抖腿神器,by , 一杯清茶和老歌,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/0500257c3f03657627852eaa8ff1f1ce.jpg@s_1,w_300,h_300",5万,程序猿专用抖腿神器,by , 一杯清茶和老歌
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a4b794605c9db2b8572640d6c7e91a10.jpg@s_1,w_300,h_300",2万,英伦摇滚|文艺＋闷骚结合体,by , Tai乐之声,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a4b794605c9db2b8572640d6c7e91a10.jpg@s_1,w_300,h_300",2万,英伦摇滚|文艺＋闷骚结合体,by , Tai乐之声
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e8a9537ae42525217b5e3f2f935363a8.jpg@s_1,w_300,h_300",27万,乐坛老司机要开车啦,by , 我装个比怎么了,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e8a9537ae42525217b5e3f2f935363a8.jpg@s_1,w_300,h_300",27万,乐坛老司机要开车啦,by , 我装个比怎么了
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b4f9665e7ad3a60a0fb72465da2b0726.jpg@s_1,w_300,h_300",16万,90后的偶像剧记忆,by , 弱水悠悠,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/b4f9665e7ad3a60a0fb72465da2b0726.jpg@s_1,w_300,h_300",16万,90后的偶像剧记忆,by , 弱水悠悠
"http://hiphotos.qianqian.com/ting/pic/item/7c1ed21b0ef41bd51beec07053da81cb38db3df0.jpg@s_1,w_300,h_300",1万,用音乐学英语,by , 知性DJ-狗子,"http://hiphotos.qianqian.com/ting/pic/item/7c1ed21b0ef41bd51beec07053da81cb38db3df0.jpg@s_1,w_300,h_300",1万,用音乐学英语,by , 知性DJ-狗子
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a88d6df76ab481e909604034f3548d65.jpg@s_1,w_300,h_300",4万,今天的你是哪种颜色？,by , 麦芽糖糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a88d6df76ab481e909604034f3548d65.jpg@s_1,w_300,h_300",4万,今天的你是哪种颜色？,by , 麦芽糖糖
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/51126e943f4367e6c5d9ca55fd2f8f95.jpg@s_1,w_300,h_300",35万,撩动心弦的浪漫情歌,by , 乐坛大湿兄,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/51126e943f4367e6c5d9ca55fd2f8f95.jpg@s_1,w_300,h_300",35万,撩动心弦的浪漫情歌,by , 乐坛大湿兄
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/4508f874cf1c8565324bfbf816cacc97.jpg@s_1,w_300,h_300",5万,那些令人回味的电影配乐,by , 熊本boy,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/4508f874cf1c8565324bfbf816cacc97.jpg@s_1,w_300,h_300",5万,那些令人回味的电影配乐,by , 熊本boy
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/926607132950ff39222e8bae992a3ceb.jpg@s_1,w_300,h_300",5万,Funny | 好调调解锁好心情,by , 神奇的二哈,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/926607132950ff39222e8bae992a3ceb.jpg@s_1,w_300,h_300",5万,Funny | 好调调解锁好心情,by , 神奇的二哈
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e972e51ad82d599f023be1138142aacb.jpg@s_1,w_300,h_300",4万,瞬间让你高大上的古典音乐,by , 一杯清茶和老歌,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e972e51ad82d599f023be1138142aacb.jpg@s_1,w_300,h_300",4万,瞬间让你高大上的古典音乐,by , 一杯清茶和老歌
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/d61c8e8950a3e4dd48656cefb1e1bf9c.jpg@s_1,w_300,h_300",2万,沁人心脾的日系歌曲,by , 周截棍的双杰伦,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/d61c8e8950a3e4dd48656cefb1e1bf9c.jpg@s_1,w_300,h_300",2万,沁人心脾的日系歌曲,by , 周截棍的双杰伦
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a30f3342ca12706bc203ec6257c32044.jpg@s_1,w_300,h_300",4万,雷鬼 | 自由快乐的音乐节拍,by , 来罐82年的可乐吧,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a30f3342ca12706bc203ec6257c32044.jpg@s_1,w_300,h_300",4万,雷鬼 | 自由快乐的音乐节拍,by , 来罐82年的可乐吧
"http://hiphotos.qianqian.com/ting/pic/item/0bd162d9f2d3572c8e4b2f7f8813632763d0c3ec.jpg@s_1,w_300,h_300",68万,吉他练习曲,by , 孔了个孔小明,"http://hiphotos.qianqian.com/ting/pic/item/0bd162d9f2d3572c8e4b2f7f8813632763d0c3ec.jpg@s_1,w_300,h_300",68万,吉他练习曲,by , 孔了个孔小明
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/8dcf330d05c88830e7f21914f3540680.jpg@s_1,w_300,h_300",10万,没什么烦恼是跳舞不能解决的！,by , 爱吃饭团的小泽泽,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/8dcf330d05c88830e7f21914f3540680.jpg@s_1,w_300,h_300",10万,没什么烦恼是跳舞不能解决的！,by , 爱吃饭团的小泽泽
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/cecd2be719504a3bc0f6fd841fa51f3f.jpg@s_1,w_300,h_300",4万,给你的生活注入能量,by , 麦芽糖糖,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/cecd2be719504a3bc0f6fd841fa51f3f.jpg@s_1,w_300,h_300",4万,给你的生活注入能量,by , 麦芽糖糖
"http://hiphotos.qianqian.com/ting/pic/item/6609c93d70cf3bc758b3006cd000baa1cc112afb.jpg@s_1,w_300,h_300",12万,播放工具在变，王菲的好嗓子从未变,by , 三元桥一姐,"http://hiphotos.qianqian.com/ting/pic/item/6609c93d70cf3bc758b3006cd000baa1cc112afb.jpg@s_1,w_300,h_300",12万,播放工具在变，王菲的好嗓子从未变,by , 三元桥一姐
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/d56718a950fc0f0da7c323b3a56fe07c.jpg@s_1,w_300,h_300",8万,身临其境最强Live现场,by , 三元桥一姐,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/d56718a950fc0f0da7c323b3a56fe07c.jpg@s_1,w_300,h_300",8万,身临其境最强Live现场,by , 三元桥一姐
"http://hiphotos.qianqian.com/ting/pic/item/d01373f082025aaf5ce5bc4bfaedab64024f1a5f.jpg@s_1,w_300,h_300",50万,爱了就无悔,by , 弱水悠悠,"http://hiphotos.qianqian.com/ting/pic/item/d01373f082025aaf5ce5bc4bfaedab64024f1a5f.jpg@s_1,w_300,h_300",50万,爱了就无悔,by , 弱水悠悠
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e2fdb76432ea6aa00b7906095ba3a66b.jpg@s_1,w_300,h_300",7万,浪漫邂逅英文小清新,by , 我还是个宝宝,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e2fdb76432ea6aa00b7906095ba3a66b.jpg@s_1,w_300,h_300",7万,浪漫邂逅英文小清新,by , 我还是个宝宝
"http://hiphotos.qianqian.com/ting/pic/item/08f790529822720e2ce0cc9e7fcb0a46f21faba3.jpg@s_1,w_300,h_300",44万,有一种思念叫做民谣,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/08f790529822720e2ce0cc9e7fcb0a46f21faba3.jpg@s_1,w_300,h_300",44万,有一种思念叫做民谣,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/9a504fc2d562853567bae56f93ef76c6a7ef6321.jpg@s_1,w_300,h_300",1万,百度音乐新歌榜 2014第50周,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/9a504fc2d562853567bae56f93ef76c6a7ef6321.jpg@s_1,w_300,h_300",1万,百度音乐新歌榜 2014第50周,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/f31fbe096b63f6242660f5838644ebf81a4ca375.jpg@s_1,w_300,h_300",163万,NewAge音乐家们的钢琴恋曲,by , 电影怪蜀黍,"http://hiphotos.qianqian.com/ting/pic/item/f31fbe096b63f6242660f5838644ebf81a4ca375.jpg@s_1,w_300,h_300",163万,NewAge音乐家们的钢琴恋曲,by , 电影怪蜀黍
"http://hiphotos.qianqian.com/ting/pic/item/d8f9d72a6059252dd75e6492369b033b5ab5b9de.jpg@s_1,w_300,h_300",88万,90后的怀旧情结,by , 神奇的二哈,"http://hiphotos.qianqian.com/ting/pic/item/d8f9d72a6059252dd75e6492369b033b5ab5b9de.jpg@s_1,w_300,h_300",88万,90后的怀旧情结,by , 神奇的二哈
"http://hiphotos.qianqian.com/ting/pic/item/242dd42a2834349b27807520cbea15ce37d3be94.jpg@s_1,w_300,h_300",7万,含着悲伤的美,by , 三元桥一姐,"http://hiphotos.qianqian.com/ting/pic/item/242dd42a2834349b27807520cbea15ce37d3be94.jpg@s_1,w_300,h_300",7万,含着悲伤的美,by , 三元桥一姐
"http://hiphotos.qianqian.com/ting/pic/item/0823dd54564e92585b1ea7409a82d158ccbf4e71.jpg@s_1,w_300,h_300",60万,永远活在青春期,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/0823dd54564e92585b1ea7409a82d158ccbf4e71.jpg@s_1,w_300,h_300",60万,永远活在青春期,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/a044ad345982b2b7a62ef44430adcbef77099bf9.jpg@s_1,w_300,h_300",46万,Good Night 晚安亲爱的：）,by , 三元桥一姐,"http://hiphotos.qianqian.com/ting/pic/item/a044ad345982b2b7a62ef44430adcbef77099bf9.jpg@s_1,w_300,h_300",46万,Good Night 晚安亲爱的：）,by , 三元桥一姐
"http://hiphotos.qianqian.com/ting/pic/item/8b82b9014a90f6035b2273223a12b31bb151edc1.jpg@s_1,w_300,h_300",77万,一座城市一首歌（英文版）,by , 限量版资讯Tai,"http://hiphotos.qianqian.com/ting/pic/item/8b82b9014a90f6035b2273223a12b31bb151edc1.jpg@s_1,w_300,h_300",77万,一座城市一首歌（英文版）,by , 限量版资讯Tai
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/9e78a611d6fa04c2d761f71c5888aac0.jpg@s_1,w_300,h_300",3万,柔软的情绪，在心底流淌,by , 我还是个宝宝,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/9e78a611d6fa04c2d761f71c5888aac0.jpg@s_1,w_300,h_300",3万,柔软的情绪，在心底流淌,by , 我还是个宝宝
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/09e2b914d6b468ddd1f5109160583a1a.jpg@s_1,w_300,h_300",2万,搭上喷气式飞机，一起前往不列颠！,by , 黑金时代,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/09e2b914d6b468ddd1f5109160583a1a.jpg@s_1,w_300,h_300",2万,搭上喷气式飞机，一起前往不列颠！,by , 黑金时代
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/1a589fbae31d2f636f8188528f5ce689.jpg@s_1,w_300,h_300",8万,简单易学的英文儿歌,by , 我是你的小宝宝,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/1a589fbae31d2f636f8188528f5ce689.jpg@s_1,w_300,h_300",8万,简单易学的英文儿歌,by , 我是你的小宝宝
"http://hiphotos.qianqian.com/ting/pic/item/5882b2b7d0a20cf4b025258d74094b36acaf992f.jpg@s_1,w_300,h_300",9万,2013港台金曲,by , 我是你的小宝宝,"http://hiphotos.qianqian.com/ting/pic/item/5882b2b7d0a20cf4b025258d74094b36acaf992f.jpg@s_1,w_300,h_300",9万,2013港台金曲,by , 我是你的小宝宝
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/396e80096fd6dd8fd08213f4c596f239.jpg@s_1,w_300,h_300",14万,听了上瘾的英文歌,by , icon迷妹,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/396e80096fd6dd8fd08213f4c596f239.jpg@s_1,w_300,h_300",14万,听了上瘾的英文歌,by , icon迷妹
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/215a26b271e4ff5118c8fe3b988b28b1.jpg@s_1,w_300,h_300",17万,国粤双语，同样深情,by , 我装个比怎么了,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/215a26b271e4ff5118c8fe3b988b28b1.jpg@s_1,w_300,h_300",17万,国粤双语，同样深情,by , 我装个比怎么了
"http://hiphotos.qianqian.com/ting/pic/item/00e93901213fb80efe34ac5737d12f2eb838944d.jpg@s_1,w_300,h_300",31万,小朋友的歌,by , momo很优雅,"http://hiphotos.qianqian.com/ting/pic/item/00e93901213fb80efe34ac5737d12f2eb838944d.jpg@s_1,w_300,h_300",31万,小朋友的歌,by , momo很优雅
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ffbf729584f7f96401565b9c23318586.jpg@s_1,w_300,h_300",7万,来二次元做一场绮丽的梦,by , 傲娇娇,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/ffbf729584f7f96401565b9c23318586.jpg@s_1,w_300,h_300",7万,来二次元做一场绮丽的梦,by , 傲娇娇
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/7282abe8a4f933d8b6dc5f8fe81784cc.jpg@s_1,w_300,h_300",31万,让你无法自拔的R,by , 爱听黑炮的兔子哥,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/7282abe8a4f933d8b6dc5f8fe81784cc.jpg@s_1,w_300,h_300",31万,让你无法自拔的R,by , 爱听黑炮的兔子哥
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5f334b8e3bc5e145d9e13cb0d4348919.jpg@s_1,w_300,h_300",7万,江南乡音，呢哝软语杨柳依,by , 弱水悠悠,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/5f334b8e3bc5e145d9e13cb0d4348919.jpg@s_1,w_300,h_300",7万,江南乡音，呢哝软语杨柳依,by , 弱水悠悠
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/f58082315812e1273dd97128ce2f1dec.jpg@s_1,w_300,h_300",8491,后朋克| 给你一点阴郁与冷淡,by , 只吃胡萝卜,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/f58082315812e1273dd97128ce2f1dec.jpg@s_1,w_300,h_300",8491,后朋克| 给你一点阴郁与冷淡,by , 只吃胡萝卜
"http://hiphotos.qianqian.com/ting/pic/item/b219ebc4b74543a957d4e8281c178a82b8011402.jpg@s_1,w_300,h_300",41万,一听就上瘾的轻音乐系列之《古典中国风》,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/b219ebc4b74543a957d4e8281c178a82b8011402.jpg@s_1,w_300,h_300",41万,一听就上瘾的轻音乐系列之《古典中国风》,by , 千千音乐
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/c57c29e881eea57b6ea21f5c21e683bf.jpg@s_1,w_300,h_300",1万,双12剁手党听歌指南,by , 歌单实验室,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/c57c29e881eea57b6ea21f5c21e683bf.jpg@s_1,w_300,h_300",1万,双12剁手党听歌指南,by , 歌单实验室
"http://hiphotos.qianqian.com/ting/pic/item/e7cd7b899e510fb318808e80da33c895d1430c0f.jpg@s_1,w_300,h_300",80万,百度音乐新歌榜2014第36周,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/e7cd7b899e510fb318808e80da33c895d1430c0f.jpg@s_1,w_300,h_300",80万,百度音乐新歌榜2014第36周,by , 千千音乐
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/2fe588cb5c9fb712901694325158e689.jpg@s_1,w_300,h_300",5万,入冬甩肉，运动歌单,by , 傲娇娇,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/2fe588cb5c9fb712901694325158e689.jpg@s_1,w_300,h_300",5万,入冬甩肉，运动歌单,by , 傲娇娇
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/189f8f721bfe60162bf15d8c3a3eaf00.jpg@s_1,w_300,h_300",11万,【欧美】给你每天好心情,by , 多的是气质,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/189f8f721bfe60162bf15d8c3a3eaf00.jpg@s_1,w_300,h_300",11万,【欧美】给你每天好心情,by , 多的是气质
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/dd0e77e969c80c7ffd586fa8db3807ec.jpg@s_1,w_300,h_300",9万,仿佛不食人间烟火,by , 陌咩咩,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/dd0e77e969c80c7ffd586fa8db3807ec.jpg@s_1,w_300,h_300",9万,仿佛不食人间烟火,by , 陌咩咩
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/1a569ca8833b9f633177bdc5f17551f4.jpg@s_1,w_300,h_300",2万,纽约电子动物园上海站开园派对 ,by , 千千音乐福利,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/1a569ca8833b9f633177bdc5f17551f4.jpg@s_1,w_300,h_300",2万,纽约电子动物园上海站开园派对 ,by , 千千音乐福利
"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1ff9b52ea62d6764f28997290a3c6ba9.jpg@s_1,w_300,h_300",80万,适合驾驶时听的音乐,by , 我装个比怎么了,"http://business.cdn.qianqian.com/qianqian/pic/bos_client_1ff9b52ea62d6764f28997290a3c6ba9.jpg@s_1,w_300,h_300",80万,适合驾驶时听的音乐,by , 我装个比怎么了
"http://hiphotos.qianqian.com/ting/pic/item/3b292df5e0fe99252202a5b836a85edf8cb171c8.jpg@s_1,w_300,h_300",127万,金庸武侠梦,by , 乐坛大湿兄,"http://hiphotos.qianqian.com/ting/pic/item/3b292df5e0fe99252202a5b836a85edf8cb171c8.jpg@s_1,w_300,h_300",127万,金庸武侠梦,by , 乐坛大湿兄
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/89f206b09966c085bfc4b0eeefeceb38.jpg@s_1,w_300,h_300",6万,灵魂乐，来自心灵的呼唤,by , 颜即正义,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/89f206b09966c085bfc4b0eeefeceb38.jpg@s_1,w_300,h_300",6万,灵魂乐，来自心灵的呼唤,by , 颜即正义
"http://hiphotos.qianqian.com/ting/pic/item/a044ad345982b2b7a640f44430adcbef77099b57.jpg@s_1,w_300,h_300",30万,爱情的变化,by , 电影怪蜀黍,"http://hiphotos.qianqian.com/ting/pic/item/a044ad345982b2b7a640f44430adcbef77099b57.jpg@s_1,w_300,h_300",30万,爱情的变化,by , 电影怪蜀黍
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/22bd068cd8b4760df1cb16989ffeb7d6.jpg@s_1,w_300,h_300",7万,为妈妈和宝贝准备的儿歌,by , 企鹅老大,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/22bd068cd8b4760df1cb16989ffeb7d6.jpg@s_1,w_300,h_300",7万,为妈妈和宝贝准备的儿歌,by , 企鹅老大
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/378e5f47215740e1fe0748cf99ebe6a8.jpg@s_1,w_300,h_300",10万,迈克尔·杰克逊诞辰59周年纪念,by , 歌单实验室,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/378e5f47215740e1fe0748cf99ebe6a8.jpg@s_1,w_300,h_300",10万,迈克尔·杰克逊诞辰59周年纪念,by , 歌单实验室
"http://hiphotos.qianqian.com/ting/pic/item/c75c10385343fbf22ca05045b27eca8064388fcc.jpg@s_1,w_300,h_300",25万,一曲难忘 经典慢摇,by , 我还是个宝宝,"http://hiphotos.qianqian.com/ting/pic/item/c75c10385343fbf22ca05045b27eca8064388fcc.jpg@s_1,w_300,h_300",25万,一曲难忘 经典慢摇,by , 我还是个宝宝
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/4fb302e137d3577642acb4df61024445.jpg@s_1,w_300,h_300",4万,嘘别说话，用心感受,by , momo很优雅,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/4fb302e137d3577642acb4df61024445.jpg@s_1,w_300,h_300",4万,嘘别说话，用心感受,by , momo很优雅
"http://hiphotos.qianqian.com/ting/pic/item/42a98226cffc1e17110bda8b4990f603728de9d0.jpg@s_1,w_300,h_300",26万,圣诞的冬季,by , 太合音乐人,"http://hiphotos.qianqian.com/ting/pic/item/42a98226cffc1e17110bda8b4990f603728de9d0.jpg@s_1,w_300,h_300",26万,圣诞的冬季,by , 太合音乐人
"http://hiphotos.qianqian.com/ting/pic/item/86d6277f9e2f070837b8e780e824b899a801f2f5.jpg@s_1,w_300,h_300",1万,看日剧~过生活~之每首歌都是回忆啊!(一),by , 竹外桃花三两枝,"http://hiphotos.qianqian.com/ting/pic/item/86d6277f9e2f070837b8e780e824b899a801f2f5.jpg@s_1,w_300,h_300",1万,看日剧~过生活~之每首歌都是回忆啊!(一),by , 竹外桃花三两枝
"http://hiphotos.qianqian.com/ting/pic/item/32fa828ba61ea8d3bdb13189950a304e241f58af.jpg@s_1,w_300,h_300",3762,一起听歌看演出,by , 用户名重复了,"http://hiphotos.qianqian.com/ting/pic/item/32fa828ba61ea8d3bdb13189950a304e241f58af.jpg@s_1,w_300,h_300",3762,一起听歌看演出,by , 用户名重复了
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a07be61878927424dfabc8447c9f1ff5.jpg@s_1,w_300,h_300",8347,枉入红尘若许年,by , 傲娇娇,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/a07be61878927424dfabc8447c9f1ff5.jpg@s_1,w_300,h_300",8347,枉入红尘若许年,by , 傲娇娇
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e1fee0a61eb201643af17b8aab917247.jpg@s_1,w_300,h_300",3万,游戏必备，瞬间超神,by , 游戏阿宅菌,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/e1fee0a61eb201643af17b8aab917247.jpg@s_1,w_300,h_300",3万,游戏必备，瞬间超神,by , 游戏阿宅菌
"http://hiphotos.qianqian.com/ting/pic/item/34fae6cd7b899e51492e96ae44a7d933c9950de3.jpg@s_1,w_300,h_300",52万,堵车时带你飞过去,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/34fae6cd7b899e51492e96ae44a7d933c9950de3.jpg@s_1,w_300,h_300",52万,堵车时带你飞过去,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/a8014c086e061d95b2a2644c79f40ad163d9cada.jpg@s_1,w_300,h_300",42万,谁的青春，不受一点伤,by , 神奇的二哈,"http://hiphotos.qianqian.com/ting/pic/item/a8014c086e061d95b2a2644c79f40ad163d9cada.jpg@s_1,w_300,h_300",42万,谁的青春，不受一点伤,by , 神奇的二哈
"http://hiphotos.qianqian.com/ting/pic/item/c75c10385343fbf2b16ace49b37eca8065388f11.jpg@s_1,w_300,h_300",273万,一个人的寂寞两个人的错,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/c75c10385343fbf2b16ace49b37eca8065388f11.jpg@s_1,w_300,h_300",273万,一个人的寂寞两个人的错,by , 千千音乐
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/2f068c2c4a8ae90d1677848b6c8de148.jpg@s_1,w_300,h_300",5万,治愈系女声|凯尔特与吟游诗人,by , 弱水悠悠,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/2f068c2c4a8ae90d1677848b6c8de148.jpg@s_1,w_300,h_300",5万,治愈系女声|凯尔特与吟游诗人,by , 弱水悠悠
"http://musicugc.cdn.qianqian.com/ugcdiy/pic/90d7f20aaaef4eaef748ad79949e9ac5.jpg@s_1,w_300,h_300",3万,【华语】爱是想触碰又收回手,by , 爱吃饭团的小泽泽,"http://musicugc.cdn.qianqian.com/ugcdiy/pic/90d7f20aaaef4eaef748ad79949e9ac5.jpg@s_1,w_300,h_300",3万,【华语】爱是想触碰又收回手,by , 爱吃饭团的小泽泽
"http://hiphotos.qianqian.com/ting/pic/item/fd039245d688d43f5dc84a877a1ed21b0ef43b66.jpg@s_1,w_300,h_300",2544,一周音乐热Vo.19,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/fd039245d688d43f5dc84a877a1ed21b0ef43b66.jpg@s_1,w_300,h_300",2544,一周音乐热Vo.19,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/42a98226cffc1e17d6a71b5d4990f603738de946.jpg@s_1,w_300,h_300",103万,柔软时光，匆匆不在,by , 千千音乐,"http://hiphotos.qianqian.com/ting/pic/item/42a98226cffc1e17d6a71b5d4990f603738de946.jpg@s_1,w_300,h_300",103万,柔软时光，匆匆不在,by , 千千音乐
"http://hiphotos.qianqian.com/ting/pic/item/1c950a7b02087bf420d69a69f3d3572c11dfcf7c.jpg@s_1,w_300,h_300",33万,经典中的经典 最爱的老歌,by , 颜即正义,"http://hiphotos.qianqian.com/ting/pic/item/1c950a7b02087bf420d69a69f3d3572c11dfcf7c.jpg@s_1,w_300,h_300",33万,经典中的经典 最爱的老歌,by , 颜即正义
"http://qukufile2.qianqian.com/data2/pic/50a964dea5280fb11f9c8e83649cdec7/262950542/262950542.jpg@s_1,w_300,h_300",4万,深情撩人的浪漫英文歌,by , 绽最美的时光,"http://qukufile2.qianqian.com/data2/pic/50a964dea5280fb11f9c8e83649cdec7/262950542/262950542.jpg@s_1,w_300,h_300",4万,深情撩人的浪漫英文歌,by , 绽最美的时光
"http://hiphotos.qianqian.com/ting/pic/item/6f061d950a7b02085182fd6163d9f2d3562cc8e3.jpg@s_1,w_300,h_300",59万,听她们诉说爱情,by , 知性DJ-狗子,"http://hiphotos.qianqian.com/ting/pic/item/6f061d950a7b02085182fd6163d9f2d3562cc8e3.jpg@s_1,w_300,h_300",59万,听她们诉说爱情,by , 知性DJ-狗子
"http://hiphotos.qianqian.com/ting/pic/item/b03533fa828ba61e10b105af4034970a314e59d7.jpg@s_1,w_300,h_300",70万,歌曲不分好坏只有喜爱不喜爱,by , 竹外桃花三两枝,"http://hiphotos.qianqian.com/ting/pic/item/b03533fa828ba61e10b105af4034970a314e59d7.jpg@s_1,w_300,h_300",70万,歌曲不分好坏只有喜爱不喜爱,by , 竹外桃花三两枝
